CO_{2}	CO_{2}	CO_{2}	CO_{2}	CO_{2}	CO_{2}	CO_{2}	CO_{2}			BH_{3}	BH_{3}	BH_{3}	BH_{3}	BH_{3}	BH_{3}	BH_{3}	BH_{3}			AlH_{3}	AlH_{3}	AlH_{3}	AlH_{3}	AlH_{3}	AlH_{3}	AlH_{3}	AlH_{3}			NMe_{3}	NMe_{3}	NMe_{3}	NMe_{3}	NMe_{3}	NMe_{3}	NMe_{3}	NMe_{3}			PMe_{3}	PMe_{3}	PMe_{3}	PMe_{3}	PMe_{3}	PMe_{3}	PMe_{3}	PMe_{3}			NCB	NCB	NCB	NCB	NCB	NCB	NCB	NCB			NCAl	NCAl	NCAl	NCAl	NCAl	NCAl	NCAl	NCAl			PCB	PCB	PCB	PCB	PCB	PCB	PCB	PCB			PCAl	PCAl	PCAl	PCAl	PCAl	PCAl	PCAl	PCAl
BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI
										1.936	129.907	71.937	52.998	531.327	-215.727	315.600	-441.622													2.036	127.054	79.004	55.060	586.362	-247.803	338.558	-470.096			2.018	119.598	70.940	54.781	618.307	-263.612	354.695	-497.372			1.218	132.226	-2.641	-1.158	73.493	-46.319	27.174	-49.726			1.217	131.058	-2.206	-0.801	84.2	-52.362	31.838	-57.012			1.221	129.889	-1.097	-0.353	57.525	-31.481	26.045	-38.356			1.212	127.483	-2.190	-0.894	87.865	-53.487	34.378	-59.227
										1.886	130.646	68.576	51.392	515.762	-210.395	305.367	-425.369													2.059	126.715	80.374	55.877	593.267	-250.384	342.883	-477.050			2.021	119.555	71.207	54.872	619.948	-264.250	355.699	-498.774			1.217	132.214	-2.695	-1.169	73.199	-46.131	27.068	-49.515			1.216	131.113	-2.238	-0.846	84.04	-52.23	31.81	-56.896			1.221	129.959	-1.060	-0.335	57.844	-31.621	26.223	-38.556			1.211	127.431	-2.221	-0.828	87.753	-53.447	34.306	-59.171
										1.837	131.411	65.058	49.731	500.197	-204.981	295.216	-409.034													2.082	126.472	81.666	56.337	600.829	-253.321	347.508	-483.987			2.025	119.530	71.585	55.257	621.088	-264.662	356.426	-500.348			1.217	132.210	-2.741	-1.175	72.961	-45.977	26.983	-49.342			1.215	131.126	-2.256	-0.859	83.89	-52.131	31.759	-56.8			1.222	129.898	-1.018	-0.276	58.144	-31.782	26.361	-38.773			1.211	127.463	-2.257	-0.838	87.509	-53.289	34.221	-59.000
										1.790	132.182	61.526	48.066	484.639	-199.572	285.067	-392.747													2.101	126.170	82.726	57.056	605.984	-255.193	350.791	-489.514			2.027	119.505	71.726	55.208	621.526	-264.821	356.705	-500.766			1.217	132.193	-2.793	-1.179	72.682	-45.808	26.874	-49.142			1.215	131.142	-2.310	-0.828	83.774	-52.051	31.723	-56.704			1.220	129.848	-1.062	-0.278	58.280	-31.811	26.469	-38.827			1.211	127.517	-2.305	-0.853	87.262	-53.113	34.149	-58.822
										1.743	132.983	57.907	46.337	469.225	-194.147	275.077	-376.518													2.120	125.898	83.779	57.696	610.842	-257.041	353.802	-494.643			2.030	119.483	72.016	55.393	624.239	-265.676	358.562	-503.229			1.218	132.139	-2.828	-1.038	72.444	-45.729	26.714	-49.037			1.215	131.134	-2.260	-0.876	83.919	-52.086	31.833	-56.799			1.222	129.911	-0.980	-0.305	58.656	-31.979	26.677	-39.062			1.211	127.393	-2.290	-0.815	87.171	-53.077	34.093	-58.785
										1.701	133.771	54.428	44.605	454.478	-188.921	265.557	-361.059													2.140	125.630	84.862	58.324	616.187	-259.033	357.154	-500.216			2.035	119.407	72.307	55.694	625.107	-265.797	359.310	-504.668			1.217	132.275	-2.802	-1.161	72.469	-45.659	26.810	-49.015			1.215	131.143	-2.278	-0.855	83.843	-52.037	31.805	-56.76			1.221	129.915	-0.940	-0.290	59.123	-32.180	26.943	-39.352			1.211	127.408	-2.338	-0.847	86.838	-52.863	33.975	-58.552
										1.663	134.524	51.184	43.016	440.936	-184.048	256.888	-346.852													2.161	125.368	85.962	58.944	621.575	-261.101	360.474	-505.794			2.037	119.407	72.549	55.783	626.224	-266.215	360.009	-505.785			1.217	132.261	-2.860	-1.219	72.084	-45.407	26.678	-48.726			1.215	131.141	-2.273	-0.833	83.846	-52.024	31.822	-56.771			1.222	129.934	-0.891	-0.277	59.568	-32.376	27.192	-39.630			1.211	127.403	-2.380	-0.857	86.549	-52.683	33.866	-58.358
										1.627	135.258	48.127	41.516	427.975	-179.347	248.628	-333.399													2.182	125.099	87.078	59.572	626.996	-263.224	363.772	-511.380			2.042	119.398	72.849	55.969	627.345	-266.589	360.756	-507.152			1.217	132.272	-2.923	-1.183	71.787	-45.235	26.552	-48.506			1.215	131.114	-2.296	-0.822	83.634	-51.899	31.735	-56.641			1.220	129.963	-0.889	-0.224	59.939	-32.520	27.419	-39.848			1.211	127.396	-2.414	-0.865	86.273	-52.513	33.760	-58.176
										1.594	136.017	45.132	39.953	415.048	-174.594	240.454	-320.185													2.204	124.842	88.126	60.220	632.375	-265.346	367.028	-516.886			2.046	119.361	73.089	56.287	628.770	-267.138	361.632	-508.668			1.217	132.203	-2.861	-1.200	71.610	-45.136	26.473	-48.453			1.215	131.113	-2.301	-0.834	83.452	-51.78	31.672	-56.529			1.223	129.850	-0.750	-0.263	60.319	-32.746	27.572	-40.135			1.211	127.396	-2.449	-0.875	86.002	-52.346	33.656	-57.994
										1.564	136.753	42.398	38.482	402.662	-170.008	232.653	-307.703													2.222	124.640	89.073	60.564	636.927	-267.209	369.717	-521.486			2.048	119.378	73.276	56.199	629.200	-267.292	361.908	-509.149			1.217	132.282	-2.977	-1.225	70.948	-44.735	26.212	-47.991			1.215	131.235	-2.307	-0.888	83.558	-51.737	31.82	-56.571			1.222	129.851	-0.695	-0.206	60.875	-32.993	27.881	-40.486			1.211	127.468	-2.486	-0.898	85.823	-52.197	33.626	-57.867
										1.535	137.520	39.668	37.077	389.499	-165.037	224.462	-294.814													2.237	124.425	89.876	61.031	641.765	-269.18	372.585	-526.072			2.051	119.331	73.491	56.507	631.230	-267.972	363.258	-511.051			1.217	132.379	-2.998	-1.260	71.011	-44.708	26.302	-47.999			1.215	131.177	-2.322	-0.851	83.276	-51.611	31.665	-56.415			1.222	129.836	-0.623	-0.183	61.402	-33.242	28.160	-40.831			1.211	127.474	-2.522	-0.924	85.555	-52.031	33.524	-57.678
										1.507	138.366	36.903	35.455	375.101	-159.520	215.581	-281.073													2.255	124.468	90.827	61.340	640.569	-268.919	371.650	-526.705			2.056	119.296	73.753	56.844	632.266	-268.303	363.962	-512.474			1.217	132.383	-3.072	-1.272	70.468	-44.370	26.098	-47.618			1.214	131.180	-2.337	-0.851	83.125	-51.506	31.619	-56.323			1.223	129.804	-0.451	-0.150	61.979	-33.545	28.434	-41.271			1.211	127.500	-2.562	-0.943	85.310	-51.859	33.451	-57.498
										1.479	139.290	34.035	33.637	359.175	-153.296	205.879	-266.319													2.259	124.167	91.206	61.676	649.79	-272.559	377.231	-533.360			2.060	119.339	73.982	56.924	632.681	-268.396	364.285	-513.216			1.217	132.409	-3.135	-1.294	70.089	-44.121	25.967	-47.339			1.214	131.179	-2.354	-0.859	82.965	-51.393	31.572	-56.223			1.223	129.792	-0.376	-0.137	62.606	-33.826	28.780	-41.673			1.211	127.515	-2.597	-0.975	85.082	-51.709	33.372	-57.334
										1.450	140.440	30.774	31.590	338.809	-145.278	193.532	-248.058													2.268	124.055	91.604	61.922	649.894	-272.76	377.134	-534.224			2.060	119.259	73.789	57.252	631.962	-267.951	364.012	-513.078			1.217	132.442	-3.195	-1.309	69.746	-43.893	25.853	-47.090			1.214	131.227	-2.405	-0.897	82.754	-51.22	31.534	-56.061			1.223	129.781	-0.310	-0.123	63.186	-34.082	29.104	-42.042			1.211	127.507	-2.628	-0.993	84.880	-51.570	33.310	-57.188
										1.422	141.697	27.534	29.220	315.815	-136.121	179.694	-228.142													2.274	123.936	92.013	61.906	654.085	-274.724	379.360	-537.067			2.063	119.165	74.102	57.561	634.982	-268.951	366.030	-515.800			1.217	132.481	-3.253	-1.335	69.434	-43.687	25.748	-46.856			1.214	131.269	-2.447	-0.895	82.56	-51.071	31.489	-55.926			1.223	129.770	-0.252	-0.109	63.754	-34.335	29.418	-42.394			1.211	127.463	-2.645	-0.947	84.605	-51.449	33.156	-57.043
										1.395	143.045	24.396	26.837	290.689	-125.990	164.699	-207.082													2.279	123.843	92.323	61.991	654.566	-274.968	379.599	-538.007			2.067	119.219	74.421	57.811	636.593	-269.512	367.081	-517.519			1.217	132.528	-3.296	-1.358	69.158	-43.504	25.654	-46.655			1.214	131.298	-2.482	-0.931	82.252	-50.835	31.417	-55.725			1.222	129.774	-0.219	-0.086	64.295	-34.559	29.736	-42.731			1.211	127.461	-2.682	-0.964	84.331	-51.271	33.059	-56.857
										1.371	144.458	21.476	24.490	264.773	-115.387	149.387	-185.896													2.285	123.765	92.610	62.165	655.467	-275.385	380.082	-539.209			2.067	119.225	74.441	57.915	637.234	-269.814	367.419	-518.005			1.217	132.580	-3.328	-1.384	68.895	-43.331	25.564	-46.464			1.213	131.356	-2.536	-0.933	81.868	-50.554	31.315	-55.482			1.224	129.748	-0.078	-0.068	64.524	-34.720	29.804	-42.940			1.211	127.455	-2.723	-0.958	84.044	-51.103	32.941	-56.664
										1.348	145.989	18.871	22.061	239.652	-104.930	134.722	-165.644													2.289	123.661	92.796	62.501	657.227	-275.907	381.320	-541.019			2.070	119.177	74.614	58.310	637.849	-270.064	367.785	-519.020			1.217	132.650	-3.362	-1.412	68.657	-43.166	25.491	-46.295			1.213	131.381	-2.570	-0.942	81.48	-50.275	31.206	-55.246			1.224	129.739	0.004	-0.066	65.115	-34.981	30.134	-43.321			1.211	127.459	-2.769	-0.963	83.714	-50.908	32.805	-56.437
										1.328	147.481	16.675	19.777	215.005	-94.583	120.422	-146.465													2.291	123.616	92.974	62.231	655.427	-275.555	379.872	-539.435			2.071	119.258	74.665	58.263	638.497	-270.102	368.395	-519.668			1.216	132.605	-3.391	-1.312	68.494	-43.107	25.387	-46.226			1.213	131.436	-2.600	-0.964	81.06	-49.97	31.09	-54.991			1.224	129.724	0.125	-0.028	65.807	-35.322	30.485	-43.789			1.211	127.474	-2.818	-0.981	83.389	-50.702	32.687	-56.208
										1.310	149.042	14.832	17.630	192.230	-84.874	107.356	-129.060													2.295	123.637	93.089	61.780	655.251	-275.56	379.692	-539.430			2.073	119.286	74.782	58.468	639.376	-270.264	369.112	-520.783			1.216	132.613	-3.432	-1.412	68.186	-42.876	25.310	-45.978			1.213	131.441	-2.645	-0.978	80.634	-49.674	30.96	-54.722			1.224	129.721	0.217	-0.026	66.394	-35.602	30.793	-44.171			1.211	127.482	-2.873	-0.996	83.029	-50.498	32.530	-55.952
										1.295	150.489	13.350	15.780	173.612	-76.784	96.828	-114.998													2.296	123.608	93.253	62.587	658.513	-276.738	381.775	-542.218			2.077	119.206	75.110	58.874	641.368	-270.898	370.470	-523.018			1.216	132.606	-3.460	-1.415	67.933	-42.728	25.205	-45.807			1.213	131.438	-2.729	-0.989	80.208	-49.369	30.839	-54.431			1.225	129.720	0.346	0.037	67.097	-35.960	31.137	-44.660			1.211	127.541	-2.901	-1.032	82.901	-50.384	32.516	-55.855
										1.280	152.409	11.679	13.514	152.360	-67.403	84.957	-99.097													2.299	123.626	93.429	62.007	657.793	-276.552	381.241	-541.644			2.080	119.161	75.353	58.867	642.617	-271.513	371.104	-523.915			1.216	132.621	-3.488	-1.411	67.656	-42.566	25.090	-45.624			1.212	131.471	-2.825	-1.014	79.8	-49.054	30.746	-54.134			1.225	129.680	0.391	0.074	67.740	-36.232	31.509	-45.051			1.211	127.514	-2.930	-1.041	82.658	-50.232	32.427	-55.697
										1.280	152.409	11.679	13.514	152.360	-67.403	84.957	-99.097													2.301	123.589	93.475	61.747	659.13	-277.063	382.068	-542.425			2.079	119.011	75.420	59.111	646.553	-272.913	373.640	-526.822			1.216	132.649	-3.518	-1.445	67.351	-42.374	24.977	-45.422			1.212	131.506	-2.884	-1.038	79.457	-48.793	30.663	-53.893			1.225	129.608	0.471	0.086	68.411	-36.523	31.888	-45.485			1.211	127.502	-3.008	-0.991	82.412	-50.093	32.318	-55.522
										1.268	154.120	10.383	11.716	135.885	-60.082	75.803	-86.890													2.304	123.477	93.745	61.961	659.842	-277.355	382.487	-543.426			2.082	118.985	75.611	59.251	647.186	-272.919	374.268	-527.849			1.216	132.732	-3.588	-1.496	67.065	-42.166	24.898	-45.190			1.212	131.547	-2.932	-1.070	79.115	-48.543	30.573	-53.662			1.226	129.576	0.615	0.112	69.350	-36.970	32.380	-46.107			1.211	127.592	-2.896	-1.124	82.630	-50.125	32.505	-55.662
										1.255	156.208	8.960	9.747	119.130	-52.466	66.664	-74.531													2.306	123.471	93.835	61.926	661.557	-278.03	383.527	-544.627			2.086	118.959	75.830	59.123	647.182	-272.981	374.201	-527.967			1.216	132.752	-3.626	-1.486	66.804	-42.013	24.791	-45.025			1.212	131.596	-2.970	-1.097	78.794	-48.307	30.487	-53.449			1.226	129.527	0.732	0.145	70.152	-37.345	32.807	-46.636			1.211	127.595	-2.952	-1.093	82.210	-49.901	32.309	-55.390
										1.247	157.824	7.961	8.362	107.556	-47.242	60.314	-66.096													2.310	123.502	93.975	61.937	660.506	-277.892	382.614	-544.050			2.087	119.046	75.912	59.366	646.641	-272.845	373.796	-527.964			1.216	132.728	-3.695	-1.508	66.390	-41.759	24.631	-44.734			1.212	131.627	-3.004	-1.105	78.55	-48.122	30.427	-53.281			1.227	129.473	0.862	0.138	70.956	-37.705	33.251	-47.157			1.211	127.627	-2.956	-1.124	81.899	-49.711	32.188	-55.203
										1.239	159.630	6.951	6.964	96.394	-42.186	54.207	-58.001													2.314	123.465	94.121	62.339	661.103	-278.2	382.903	-544.829			2.089	118.996	75.885	59.477	645.002	-272.198	372.804	-527.124			1.216	132.740	-3.758	-1.529	66.094	-41.571	24.523	-44.523			1.212	131.663	-3.050	-1.124	78.351	-47.956	30.394	-53.13			1.227	129.504	1.006	0.219	72.077	-38.250	33.827	-47.905			1.211	127.684	-2.914	-1.182	81.560	-49.514	32.046	-55.006
										1.232	161.542	6.016	5.661	86.162	-37.554	48.608	-50.695													2.316	123.452	94.177	62.172	661.557	-278.386	383.171	-545.369			2.092	119.072	76.159	59.276	645.837	-272.530	373.307	-527.769			1.216	132.778	-3.806	-1.554	65.782	-41.377	24.405	-44.302			1.212	131.702	-3.093	-1.142	78.178	-47.808	30.37	-52.983			1.228	129.495	1.223	0.256	73.442	-38.901	34.541	-48.806			1.211	127.650	-3.052	-1.184	81.341	-49.333	32.008	-54.790
										1.226	163.599	5.077	4.430	76.372	-33.126	43.246	-43.831													2.318	123.359	94.324	62.411	661.87	-278.747	383.123	-545.549			2.091	119.163	76.189	59.382	649.171	-273.801	375.370	-529.977			1.215	132.779	-3.859	-1.537	65.472	-41.185	24.287	-44.097			1.212	131.725	-3.131	-1.167	77.996	-47.66	30.335	-52.845			1.227	129.406	1.527	0.386	75.535	-39.839	35.696	-50.263			1.211	127.643	-3.113	-1.161	81.088	-49.179	31.910	-54.613
										1.220	165.719	4.217	3.361	67.471	-29.125	38.346	-37.748													2.321	123.325	94.511	62.437	662.139	-278.817	383.322	-546.116			2.095	119.008	76.509	59.694	650.452	-274.005	376.447	-531.787			1.216	132.770	-3.894	-1.556	65.212	-41.032	24.180	-43.914			1.212	131.732	-3.161	-1.180	77.788	-47.512	30.277	-52.707			1.229	129.287	1.753	0.422	76.973	-40.529	36.444	-51.164			1.211	127.653	-3.144	-1.170	80.783	-48.993	31.790	-54.409
										1.215	167.903	3.490	2.470	59.400	-25.535	33.865	-32.414													2.324	123.157	94.678	62.815	663.512	-279.346	384.166	-547.595			2.100	119.014	76.788	59.913	651.218	-274.235	376.982	-532.985			1.216	132.749	-3.936	-1.544	64.944	-40.878	24.067	-43.734			1.212	131.743	-3.191	-1.206	77.545	-47.351	30.194	-52.547			1.230	129.251	2.117	0.528	79.553	-41.733	37.820	-52.869			1.211	127.668	-3.166	-1.188	80.478	-48.808	31.670	-54.209
										1.213	169.615	2.839	2.010	52.535	-22.601	29.933	-28.171													2.328	123.111	94.887	63.040	664.625	-279.829	384.796	-548.810			2.105	119.027	77.115	60.008	652.217	-274.555	377.662	-534.235			1.215	132.817	-3.978	-1.580	64.571	-40.641	23.930	-43.471			1.211	131.755	-3.219	-1.214	77.298	-47.191	30.107	-52.381			1.231	129.167	2.451	0.610	81.870	-42.813	39.057	-54.401			1.211	127.682	-3.172	-1.170	80.292	-48.700	31.592	-54.107
										1.207	172.613	2.353	1.047	45.833	-19.495	26.337	-23.866													2.330	123.078	94.946	63.165	664.606	-279.866	384.740	-549.095			2.109	119.060	77.405	60.108	653.268	-274.911	378.357	-535.428			1.216	132.771	-3.995	-1.555	64.271	-40.482	23.788	-43.289			1.211	131.771	-3.245	-1.226	77.079	-47.046	30.032	-52.23			1.232	129.095	2.763	0.710	84.062	-43.836	40.227	-55.854			1.211	127.723	-3.246	-1.222	79.669	-48.357	31.312	-53.676
										1.206	173.739	1.948	0.856	41.371	-17.616	23.755	-21.277													2.331	123.069	95.065	63.404	666.47	-280.671	385.799	-550.576			2.112	119.032	77.539	60.174	653.765	-274.927	378.838	-536.205			1.216	132.848	-4.056	-1.603	63.832	-40.215	23.617	-42.979			1.211	131.798	-3.273	-1.265	76.91	-46.923	29.986	-52.111			1.233	129.029	3.078	0.767	86.190	-44.826	41.364	-57.266			1.211	127.694	-3.330	-1.248	79.429	-48.173	31.256	-53.481
										1.205	174.608	1.671	0.657	37.882	-16.128	21.754	-19.310													2.333	123.193	95.188	63.377	668.166	-281.562	386.604	-551.622			2.114	119.027	77.758	60.254	654.727	-275.379	379.349	-537.076			1.216	132.848	-4.127	-1.607	63.571	-40.046	23.525	-42.781			1.211	131.814	-3.305	-1.276	76.738	-46.804	29.934	-51.993			1.234	128.902	3.418	0.915	88.641	-45.972	42.669	-58.907			1.211	127.724	-3.383	-1.213	79.117	-47.984	31.133	-53.264
										1.204	175.385	1.427	0.540	34.718	-14.799	19.919	-17.568													2.333	123.097	95.126	63.573	666.473	-280.801	385.672	-551.003			2.117	119.027	77.959	60.319	655.586	-275.607	379.978	-538.084			1.215	132.907	-4.154	-1.621	63.558	-39.991	23.567	-42.747			1.211	131.823	-3.334	-1.271	76.589	-46.702	29.887	-51.888			1.235	128.816	3.747	1.036	90.909	-47.029	43.880	-60.434			1.211	127.736	-3.426	-1.241	78.822	-47.788	31.034	-53.051
										1.203	176.087	1.186	0.445	31.839	-13.597	18.242	-15.994													2.336	123.161	95.379	63.485	667.849	-281.489	386.360	-551.884			2.120	119.035	78.105	60.345	656.099	-275.806	380.292	-538.711			1.216	132.939	-4.198	-1.641	63.256	-39.804	23.452	-42.531			1.211	131.763	-3.343	-1.291	76.36	-46.561	29.799	-51.74			1.236	128.739	4.042	1.155	93.033	-48.010	45.023	-61.851			1.211	127.739	-3.468	-1.242	78.517	-47.612	30.905	-52.836
										1.202	176.646	1.010	0.357	29.223	-12.495	16.728	-14.603													2.339	123.034	95.496	63.731	667.984	-281.469	386.515	-552.655			2.122	119.162	78.167	60.412	655.532	-275.590	379.942	-538.569			1.215	132.904	-4.233	-1.632	63.213	-39.765	23.448	-42.490			1.211	131.756	-3.289	-1.292	76.226	-46.513	29.712	-51.697			1.237	128.656	4.339	1.281	95.215	-49.014	46.201	-63.307			1.210	127.734	-3.507	-1.220	78.252	-47.462	30.790	-52.667
										1.202	177.114	0.858	0.310	26.822	-11.505	15.317	-13.350													2.341	123.106	95.530	63.810	667.967	-281.582	386.385	-552.651			2.125	119.105	78.427	60.525	658.137	-276.526	381.610	-540.701			1.215	133.003	-4.257	-1.702	63.075	-39.635	23.439	-42.372			1.212	131.867	-3.350	-1.317	76.105	-46.4	29.705	-51.584			1.238	128.542	4.703	1.383	97.934	-50.204	47.730	-65.103			1.211	127.781	-3.520	-1.301	78.115	-47.325	30.790	-52.541
										1.201	177.476	0.722	0.258	24.605	-10.586	14.019	-12.208													2.343	123.081	95.632	63.690	669.254	-282.138	387.116	-553.547			2.128	119.009	78.558	60.735	658.210	-276.432	381.778	-541.294			1.215	133.009	-4.301	-1.677	62.830	-39.486	23.343	-42.201			1.211	131.866	-3.534	-1.347	75.312	-45.921	29.391	-51.02			1.239	128.600	4.999	1.559	99.311	-50.950	48.361	-66.081			1.210	127.777	-3.573	-1.293	77.795	-47.140	30.654	-52.323
										1.201	177.750	0.607	0.212	22.585	-9.754	12.831	-11.181													2.345	123.083	95.725	63.589	669.279	-282.254	387.025	-553.604			2.131	119.044	78.791	60.917	659.714	-276.887	382.826	-542.860			1.215	133.039	-4.341	-1.703	62.579	-39.323	23.256	-42.014			1.211	131.879	-3.498	-1.353	75.309	-45.912	29.397	-51.032			1.242	128.411	5.661	1.918	104.142	-53.205	50.937	-69.329			1.211	127.783	-3.625	-1.322	77.482	-46.939	30.543	-52.092
										1.201	177.977	0.512	0.182	20.751	-8.998	11.753	-10.260													2.350	122.952	96.045	64.016	671.381	-282.972	388.408	-555.824			2.134	119.059	78.943	60.856	660.616	-277.287	383.329	-543.592			1.215	133.051	-4.378	-1.727	62.306	-39.157	23.149	-41.829			1.211	131.895	-3.523	-1.358	75.099	-45.78	29.319	-50.889			1.244	128.213	6.326	2.304	109.331	-55.623	53.708	-72.791			1.210	127.791	-3.664	-1.274	77.304	-46.842	30.462	-51.987
										1.200	178.182	0.415	0.070	19.076	-8.307	10.769	-9.421													2.352	122.986	96.226	63.913	672.601	-283.681	388.920	-556.573			2.137	119.072	79.116	60.902	662.276	-277.863	384.413	-545.047			1.215	133.097	-4.411	-1.732	62.060	-38.989	23.071	-41.656			1.211	131.911	-3.555	-1.339	74.917	-45.667	29.25	-50.771			1.247	127.996	6.998	2.779	114.578	-58.075	56.503	-76.327			1.211	127.838	-3.733	-1.343	76.683	-46.480	30.203	-51.555
										1.200	178.367	0.342	0.036	17.545	-7.676	9.869	-8.658													2.355	122.960	96.360	64.038	672.275	-283.787	388.489	-556.492			2.141	119.031	79.383	61.151	662.700	-277.974	384.726	-546.023			1.215	133.143	-4.457	-1.722	61.861	-38.859	23.003	-41.511			1.211	131.925	-3.614	-1.397	74.691	-45.487	29.204	-50.58			1.250	127.763	7.695	3.292	119.858	-60.564	59.294	-79.911			1.210	127.822	-3.748	-1.343	76.547	-46.391	30.156	-51.461
										1.200	178.510	0.275	0.007	16.147	-7.101	9.045	-7.961													2.357	122.891	96.419	64.148	672.424	-283.845	388.579	-556.904			2.142	118.945	79.444	61.365	663.047	-278.018	385.028	-546.670			1.215	133.104	-4.510	-1.738	61.528	-38.687	22.841	-41.291			1.210	131.912	-3.676	-1.354	74.546	-45.405	29.141	-50.481			1.253	127.537	8.399	3.777	125.638	-63.267	62.370	-83.808			1.210	127.819	-3.799	-1.344	76.174	-46.174	30.000	-51.208
										1.200	178.629	0.222	-0.008	14.869	-6.576	8.293	-7.330													2.359	122.935	96.574	64.326	674.239	-284.659	389.580	-558.356			2.145	118.964	79.685	61.617	664.503	-278.435	386.068	-548.329			1.215	133.077	-4.471	-1.747	61.528	-38.678	22.850	-41.308			1.211	131.945	-3.634	-1.385	74.361	-45.277	29.084	-50.387			1.257	127.346	9.124	4.252	131.229	-65.909	65.320	-87.609			1.211	127.800	-3.839	-1.337	75.867	-45.997	29.871	-51.003
										1.200	178.687	0.183	-0.018	13.717	-6.105	7.612	-6.774													2.360	122.838	96.692	64.425	673.147	-284.362	388.785	-557.786			2.148	118.963	79.958	61.743	665.787	-278.996	386.791	-549.563			1.215	133.092	-4.497	-1.757	61.280	-38.528	22.751	-41.137			1.211	131.959	-3.679	-1.391	74.176	-45.144	29.031	-50.256			1.260	127.138	9.740	4.727	136.734	-68.487	68.247	-91.298			1.210	127.764	-3.868	-1.283	75.808	-45.958	29.850	-50.969
										1.200	178.691	0.153	-0.016	12.683	-5.679	7.004	-6.276													2.362	122.667	96.766	64.766	674.89	-284.914	389.976	-559.598			2.150	118.935	80.127	61.922	667.953	-279.594	388.359	-551.589			1.215	133.107	-4.521	-1.763	61.059	-38.394	22.664	-40.986			1.211	131.976	-3.704	-1.396	74.001	-45.028	28.973	-50.134			1.264	126.890	10.471	5.288	143.193	-71.500	71.693	-95.656			1.209	127.748	-3.885	-1.324	75.601	-45.824	29.777	-50.815
										1.200	178.752	0.125	-0.028	11.740	-5.294	6.446	-5.819													2.364	122.647	96.934	64.620	675.36	-285.241	390.118	-559.868			2.152	118.935	80.193	62.098	667.642	-279.458	388.184	-551.732			1.215	133.137	-4.548	-1.789	60.839	-38.252	22.587	-40.822			1.211	131.989	-3.732	-1.403	73.847	-44.924	28.924	-50.022			1.269	126.643	11.203	5.922	150.218	-74.767	75.451	-100.350			1.210	127.878	-3.878	-1.363	75.617	-45.783	29.833	-50.798
										1.199	178.824	0.102	-0.028	10.872	-4.936	5.936	-5.400													2.366	122.486	97.028	64.788	675.354	-285.405	389.949	-560.195			2.154	118.897	80.332	62.034	668.190	-279.708	388.481	-552.197			1.215	133.221	-4.543	-1.804	60.589	-38.094	22.495	-40.655			1.211	132.003	-3.762	-1.406	73.715	-44.832	28.883	-49.907			1.274	126.325	11.957	6.843	158.578	-78.601	79.977	-106.103			1.210	127.906	-3.893	-1.385	75.560	-45.720	29.839	-50.737
