CO_{2}	CO_{2}	CO_{2} - BH3	CO_{2} - BH3	CO_{2} - BH3						BH_{3}	BH_{3}	BH_{3} - BH3	BH_{3} - BH3	BH_{3} - BH3	BH_{3} - Add-CO2	BH_{3} - Add-CO2	BH_{3} - Add-CO2			AlH_{3}	AlH_{3}	AlH_{3} - BH3	AlH_{3} - BH3	AlH_{3} - BH3	AlH_{3} - Add-CO2	AlH_{3} - Add-CO2	AlH_{3} - Add-CO2			NMe_{3}	NMe_{3}	NMe_{3} - BH3	NMe_{3} - BH3	NMe_{3} - BH3	NMe_{3} - Add-CO2	NMe_{3} - Add-CO2	NMe_{3} - Add-CO2			PMe_{3}	PMe_{3}	PMe_{3} - BH3	PMe_{3} - BH3	PMe_{3} - BH3	PMe_{3} - Add-CO2	PMe_{3} - Add-CO2	PMe_{3} - Add-CO2			NCB	NCB	NCB - BH3	NCB - BH3	NCB - BH3	NCB - Add-CO2	NCB - Add-CO2	NCB - Add-CO2			NCAl	NCAl	NCAl - BH3	NCAl - BH3	NCAl - BH3	NCAl - Add-CO2	NCAl - Add-CO2	NCAl - Add-CO2			PCB	PCB	PCB - BH3	PCB - BH3	PCB - BH3	PCB - Add-CO2	PCB - Add-CO2	PCB - Add-CO2			PCAl	PCAl	PCAl - BH3	PCAl - BH3	PCAl - BH3	PCAl - Add-CO2	PCAl - Add-CO2	PCAl - Add-CO2
BH distance	OCO angle	Strain	Interaction	Total Energy						BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy			BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy			BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy			BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy			BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy			BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy			BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy			BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy
										1.199	178.824	1.000	-1.956	-0.956																2.366	122.486	163.120	-173.930	-10.810	-3.454	-7.245	-10.699			2.154	118.897	175.741	-166.851	8.889	38.873	-29.962	8.911			1.215	133.221	9.148	-21.693	-12.545	66.239	-78.914	-12.751			1.211	132.003	11.504	-24.294	-12.790	69.383	-82.160	-12.776			1.274	126.325	28.743	-29.628	-0.885	87.034	-88.078	-1.044			1.210	127.906	11.609	-24.306	-12.697	84.899	-97.700	-12.801
										1.199	178.848	0.948	-2.010	-1.063																2.366	122.449	163.225	-174.050	-10.824	-3.520	-7.249	-10.769			2.155	118.990	175.738	-166.912	8.825	38.884	-30.016	8.867			1.215	133.149	9.087	-21.607	-12.520	66.491	-79.108	-12.693			1.211	132.017	11.465	-24.227	-12.762	69.352	-82.097	-12.745			1.281	125.954	30.608	-30.992	-0.384	87.077	-87.607	-0.530			1.211	127.915	11.525	-24.192	-12.667	84.876	-97.626	-12.750
										1.199	178.886	0.933	-2.058	-1.125																2.368	122.394	163.640	-174.567	-10.926	-3.493	-7.295	-10.788			2.157	118.984	175.930	-167.256	8.674	38.624	-29.887	8.737			1.215	133.173	9.038	-21.530	-12.492	66.443	-79.036	-12.669			1.211	132.032	11.405	-24.152	-12.748	69.332	-82.065	-12.733			1.290	125.530	32.904	-32.700	0.204	87.205	-87.156	0.049			1.209	127.956	11.539	-24.169	-12.630	84.644	-97.355	-12.712
										1.199	178.945	0.913	-2.098	-1.185																2.372	122.369	164.099	-175.103	-11.003	-3.757	-7.268	-11.025			2.159	118.983	175.985	-167.413	8.571	38.321	-29.702	8.620			1.215	133.177	8.993	-21.452	-12.459	66.433	-78.987	-12.630			1.209	132.041	11.355	-24.074	-12.719	69.324	-82.042	-12.718			1.301	125.099	35.296	-34.613	0.683	87.231	-86.692	0.539			1.210	127.969	11.457	-24.041	-12.584	84.641	-97.303	-12.662
										1.199	178.978	0.819	-2.132	-1.313																2.374	122.337	164.228	-175.449	-11.221	-3.966	-7.279	-11.245			2.161	119.100	175.983	-167.556	8.426	38.325	-29.792	8.532			1.215	133.183	8.952	-21.379	-12.427	66.423	-78.944	-12.597			1.211	132.048	11.368	-24.072	-12.704	69.211	-81.935	-12.724			1.315	124.598	38.150	-36.949	1.201	87.024	-86.006	1.018			1.210	127.988	11.397	-23.950	-12.553	84.589	-97.214	-12.625
										1.199	178.995	0.819	-2.162	-1.343																2.376	122.349	164.224	-175.705	-11.480	-4.118	-7.260	-11.379			2.163	119.064	176.438	-168.116	8.322	38.114	-29.695	8.419			1.215	133.187	8.876	-21.281	-12.405	66.466	-78.977	-12.588			1.211	132.064	11.283	-23.966	-12.683	69.230	-81.927	-12.697			1.332	124.075	41.223	-39.641	1.582	86.784	-85.336	1.449			1.210	128.009	11.348	-23.865	-12.516	84.547	-97.128	-12.581
										1.199	179.021	0.779	-2.185	-1.406																2.377	122.321	164.453	-175.973	-11.520	-4.220	-7.267	-11.487			2.165	119.038	176.733	-168.492	8.241	37.979	-29.621	8.358			1.214	133.252	8.898	-21.269	-12.371	66.353	-78.835	-12.558			1.210	132.111	11.269	-23.921	-12.652	69.063	-81.727	-12.663			1.351	123.521	44.510	-42.660	1.850	86.366	-84.651	1.715			1.210	128.042	11.308	-23.787	-12.479	84.490	-97.030	-12.540
										1.199	179.043	0.820	-2.200	-1.380																2.378	122.328	164.584	-176.224	-11.641	-4.285	-7.306	-11.591			2.168	119.060	176.854	-168.744	8.110	37.829	-29.580	8.249			1.216	133.271	8.885	-21.218	-12.333	66.501	-78.946	-12.521			1.210	132.127	11.204	-23.825	-12.621	69.031	-81.672	-12.641			1.385	122.724	49.776	-47.767	2.010	85.771	-83.887	1.884			1.210	128.001	11.218	-23.660	-12.442	84.466	-96.961	-12.495
										1.199	179.073	0.799	-2.215	-1.416																2.380	122.295	165.051	-176.846	-11.795	-4.376	-7.326	-11.702													1.213	133.256	8.801	-21.121	-12.319	66.120	-78.548	-12.504			1.210	132.150	11.149	-23.737	-12.589	68.970	-81.583	-12.613			1.385	122.724	49.776	-47.767	2.010	85.771	-83.887	1.884			1.210	128.013	11.150	-23.545	-12.395	84.411	-96.851	-12.440
										1.199	179.074	0.798	-2.220	-1.422																2.382	122.190	165.141	-177.075	-11.934	-4.477	-7.345	-11.822													1.214	133.284	8.774	-21.057	-12.283	66.142	-78.552	-12.487			1.210	132.177	11.114	-23.654	-12.540	68.923	-81.503	-12.580			1.415	122.089	54.794	-52.820	1.974	84.793	-82.937	1.857			1.210	128.012	11.097	-23.445	-12.347	84.365	-96.781	-12.416
										1.199	179.080	0.786	-2.222	-1.436																2.383	122.267	165.437	-177.527	-12.091	-4.534	-7.361	-11.895													1.215	133.299	8.716	-20.971	-12.255	66.054	-78.425	-12.447			1.210	132.207	11.047	-23.570	-12.523	68.874	-81.430	-12.556			1.455	121.314	61.318	-59.645	1.673	84.022	-82.389	1.632			1.210	128.004	11.050	-23.362	-12.312	84.332	-96.713	-12.381
										1.198	179.079	0.789	-2.226	-1.438																2.384	122.206	165.670	-177.929	-12.259	-4.570	-7.409	-11.979													1.215	133.309	8.659	-20.884	-12.225	65.967	-78.301	-12.410			1.210	132.266	10.960	-23.478	-12.519	68.786	-81.334	-12.548			1.490	120.732	66.920	-65.496	1.425	83.378	-82.003	1.375			1.210	127.986	11.029	-23.304	-12.275	84.273	-96.623	-12.350
										1.199	178.945	0.769	-2.231	-1.461																2.387	122.212	165.792	-178.203	-12.411	-4.783	-7.401	-12.185													1.213	133.317	8.576	-20.769	-12.194	65.878	-78.180	-12.378			1.210	132.344	10.922	-23.402	-12.480	68.664	-81.189	-12.525			1.525	120.198	72.345	-71.198	1.147	82.891	-81.763	1.128			1.210	127.988	10.994	-23.239	-12.245	84.250	-96.566	-12.316
										1.198	179.021	0.768	-2.232	-1.464																2.388	122.230	165.744	-178.394	-12.650	-4.888	-7.377	-12.266													1.214	133.349	8.565	-20.730	-12.165	65.901	-78.187	-12.361			1.210	132.453	10.838	-23.283	-12.445	68.534	-81.028	-12.494			1.554	119.803	76.341	-75.402	0.939	82.482	-81.557	0.925			1.210	128.060	10.928	-23.155	-12.226	84.200	-96.501	-12.301
										1.199	179.069	0.791	-2.234	-1.443																2.389	122.226	166.073	-178.649	-12.576	-4.997	-7.406	-12.403													1.214	133.359	8.518	-20.653	-12.134	65.918	-78.137	-12.296			1.210	132.319	10.873	-23.321	-12.448	68.699	-81.196	-12.497			1.584	119.451	80.389	-79.804	0.584	82.027	-81.371	0.656			1.210	128.126	10.766	-22.951	-12.185	84.072	-96.314	-12.242
										1.198	179.095	0.801	-2.238	-1.437																2.390	122.295	166.280	-178.877	-12.597	-4.984	-7.415	-12.399													1.214	133.367	8.464	-20.565	-12.102	65.930	-78.111	-12.257			1.210	132.453	10.759	-23.165	-12.406	68.515	-80.974	-12.459			1.606	119.169	83.436	-83.011	0.425	81.707	-81.231	0.476			1.210	128.138	10.714	-22.864	-12.151	84.160	-96.372	-12.212
										1.198	179.074	0.809	-2.243	-1.434																2.390	122.464	165.557	-178.261	-12.703	-5.187	-7.346	-12.533													1.214	133.367	8.430	-20.484	-12.053	65.955	-78.088	-12.209			1.210	132.275	10.886	-23.302	-12.416	68.700	-81.131	-12.431			1.624	119.044	85.645	-85.380	0.265	81.177	-80.864	0.313			1.210	128.168	10.612	-22.698	-12.086	84.043	-96.191	-12.148
										1.198	179.111	0.801	-2.242	-1.440																2.393	122.478	165.563	-178.366	-12.803	-5.261	-7.336	-12.597													1.214	133.393	8.398	-20.394	-11.995	65.899	-77.995	-12.172			1.210	132.300	10.818	-23.202	-12.385	68.683	-81.046	-12.363			1.638	118.856	87.461	-87.365	0.096	80.976	-80.837	0.139			1.210	128.214	10.502	-22.527	-12.025	83.838	-95.918	-12.081
										1.198	179.108	0.815	-2.242	-1.428																2.393	122.388	165.735	-178.684	-12.949	-5.389	-7.337	-12.726													1.214	133.425	8.294	-20.256	-11.962	65.764	-77.825	-12.137			1.210	132.328	10.776	-23.126	-12.350	68.619	-80.951	-12.333			1.653	118.683	89.343	-89.386	-0.042	80.704	-80.714	-0.010			1.210	128.304	10.414	-22.349	-11.935	83.291	-95.311	-12.020
										1.199	178.990	0.845	-2.251	-1.406																2.396	122.341	165.812	-178.821	-13.009	-5.485	-7.323	-12.808													1.213	133.457	8.196	-20.131	-11.934	65.687	-77.666	-12.054			1.210	132.350	10.718	-23.034	-12.316	68.558	-80.864	-12.305			1.669	118.515	91.304	-91.517	-0.213	80.379	-80.549	-0.169			1.210	128.153	10.393	-22.300	-11.907	84.084	-96.073	-11.989
										1.198	179.059	0.842	-2.247	-1.405																2.399	122.411	165.840	-179.032	-13.192	-5.719	-7.305	-13.024													1.214	133.516	8.145	-20.018	-11.873	65.558	-77.503	-12.020			1.210	132.384	10.678	-22.963	-12.285	68.473	-80.756	-12.284			1.687	118.332	93.580	-93.964	-0.384	80.014	-80.331	-0.317			1.210	128.210	10.242	-22.073	-11.830	83.941	-95.862	-11.921
										1.199	179.115	0.844	-2.248	-1.404																2.401	122.369	166.138	-179.475	-13.337	-5.852	-7.297	-13.149													1.213	133.452	8.154	-20.016	-11.862	65.730	-77.663	-12.009			1.210	132.396	10.646	-22.898	-12.252	68.455	-80.713	-12.258			1.693	118.484	93.101	-93.497	-0.396	79.734	-80.079	-0.345			1.210	128.246	10.131	-21.865	-11.734	83.752	-95.595	-11.843
										1.198	179.158	0.943	-2.248	-1.304																2.401	122.358	166.034	-179.397	-13.363	-5.873	-7.321	-13.193													1.214	133.573	8.065	-19.878	-11.813	65.462	-77.365	-11.979			1.210	132.395	10.626	-22.835	-12.209	68.432	-80.713	-12.281			1.704	118.306	94.564	-95.095	-0.531	79.526	-79.998	-0.471			1.210	128.273	10.025	-21.670	-11.645	83.674	-95.437	-11.763
										1.198	179.183	0.936	-2.249	-1.312																2.402	122.226	166.360	-179.832	-13.472	-5.926	-7.392	-13.318													1.213	133.611	8.012	-19.782	-11.770	65.389	-77.257	-11.943			1.210	132.404	10.535	-22.714	-12.180	68.384	-80.639	-12.255			1.713	118.168	95.852	-96.469	-0.617	79.423	-79.970	-0.546			1.210	128.284	9.935	-21.485	-11.550	83.644	-95.310	-11.666
										1.198	179.083	0.919	-2.253	-1.334																2.403	122.277	166.168	-179.709	-13.541	-6.059	-7.344	-13.404													1.213	133.614	7.975	-19.705	-11.730	65.318	-77.150	-11.908			1.210	132.406	10.628	-22.805	-12.177	68.317	-80.557	-12.240			1.722	118.048	97.147	-97.837	-0.690	79.261	-79.904	-0.643			1.209	128.329	9.828	-21.320	-11.492	83.516	-95.145	-11.629
										1.198	179.118	0.913	-2.252	-1.339																2.405	122.128	167.059	-180.781	-13.721	-6.144	-7.436	-13.580													1.213	133.622	7.940	-19.632	-11.692	65.288	-77.088	-11.875			1.210	132.453	10.431	-22.608	-12.177	68.231	-80.454	-12.223			1.733	117.926	98.531	-99.319	-0.787	79.050	-79.791	-0.741			1.209	128.351	9.752	-21.174	-11.422	83.454	-95.025	-11.571
										1.198	179.122	0.912	-2.253	-1.341																2.407	122.306	166.571	-180.303	-13.733	-6.219	-7.393	-13.612													1.213	133.621	7.899	-19.567	-11.668	65.279	-77.049	-11.847			1.210	132.458	10.415	-22.568	-12.153	68.222	-80.411	-12.189			1.744	117.806	99.971	-100.861	-0.890	78.816	-79.672	-0.856			1.209	128.367	9.678	-21.046	-11.367	83.403	-94.925	-11.522
										1.198	179.107	0.899	-2.252	-1.353																2.408	122.327	166.324	-180.185	-13.861	-6.192	-7.399	-13.591													1.213	133.609	7.859	-19.489	-11.630	65.283	-77.037	-11.831			1.210	132.514	10.363	-22.484	-12.121	68.127	-80.289	-12.162			1.756	117.723	101.159	-102.185	-1.026	78.568	-79.540	-0.973			1.209	128.385	9.597	-20.923	-11.326	83.372	-94.836	-11.464
										1.198	179.084	0.890	-2.255	-1.365																2.409	122.180	166.785	-180.747	-13.962	-6.306	-7.365	-13.671													1.213	133.629	7.806	-19.403	-11.597	65.226	-76.977	-11.826			1.210	132.559	10.340	-22.426	-12.086	68.042	-80.180	-12.138			1.765	117.602	102.278	-103.425	-1.147	78.534	-79.604	-1.071			1.209	128.414	9.528	-20.815	-11.287	83.299	-94.709	-11.411
										1.198	179.057	0.889	-2.260	-1.371																2.410	122.152	166.905	-181.035	-14.131	-6.422	-7.377	-13.799													1.213	133.652	7.758	-19.326	-11.568	65.182	-76.917	-11.811			1.210	132.394	10.407	-22.473	-12.065	68.383	-80.502	-12.119			1.770	117.574	102.726	-103.875	-1.149	77.875	-78.986	-1.112			1.209	128.425	9.442	-20.697	-11.255	83.271	-94.647	-11.376
										1.198	179.030	0.886	-2.262	-1.376																2.411	122.126	167.135	-181.283	-14.147	-6.486	-7.376	-13.862													1.213	133.752	7.723	-19.236	-11.512	64.922	-76.642	-11.796			1.210	132.505	10.278	-22.329	-12.052	68.053	-80.157	-12.103			1.779	117.464	103.727	-104.935	-1.208	77.833	-79.041	-1.208			1.209	128.446	9.348	-20.563	-11.215	83.180	-94.517	-11.337
										1.198	179.002	0.903	-2.260	-1.357																2.412	122.146	167.113	-181.233	-14.120	-6.662	-7.337	-13.999													1.213	133.758	7.667	-19.166	-11.499	64.986	-76.692	-11.781			1.210	132.537	10.213	-22.236	-12.024	68.053	-80.128	-12.076			1.785	117.401	104.416	-105.682	-1.267	77.791	-79.070	-1.279			1.209	128.472	9.249	-20.454	-11.205	83.129	-94.421	-11.292
										1.197	178.937	0.926	-2.298	-1.372																2.411	122.034	166.891	-181.100	-14.208	-6.629	-7.345	-13.974													1.213	133.774	7.607	-19.103	-11.496	64.942	-76.621	-11.755			1.210	132.556	10.166	-22.138	-11.972	68.011	-80.058	-12.046			1.791	117.325	105.130	-106.438	-1.308	77.589	-78.928	-1.339			1.209	128.497	9.165	-20.335	-11.170	83.071	-94.324	-11.253
																														2.413	121.987	167.414	-181.697	-14.284	-6.706	-7.334	-14.040													1.213	133.789	7.554	-19.028	-11.474	65.007	-76.579	-11.648			1.210	132.570	10.099	-22.041	-11.942	67.980	-79.995	-12.016			1.795	117.370	105.534	-106.917	-1.383	77.412	-78.811	-1.400			1.209	128.514	9.096	-20.240	-11.144	83.053	-94.272	-11.219
																														2.415	121.956	167.562	-182.019	-14.458	-6.805	-7.382	-14.187													1.213	133.795	7.494	-18.952	-11.458	64.952	-76.540	-11.664			1.210	132.572	10.028	-21.953	-11.925	67.967	-79.972	-12.005			1.798	117.315	105.982	-107.390	-1.408	77.453	-78.864	-1.411			1.209	128.529	9.015	-20.126	-11.110	82.969	-94.168	-11.199
																														2.417	121.996	167.599	-182.187	-14.588	-6.967	-7.345	-14.312													1.213	133.786	7.431	-18.887	-11.456	65.005	-76.566	-11.637			1.210	132.568	9.988	-21.886	-11.898	67.956	-79.950	-11.994			1.803	117.271	106.511	-107.948	-1.437	77.220	-78.722	-1.502			1.210	128.515	8.948	-20.026	-11.078	82.954	-94.112	-11.158
																														2.418	121.934	167.849	-182.608	-14.759	-7.101	-7.378	-14.480													1.213	133.798	7.348	-18.795	-11.447	64.965	-76.489	-11.600			1.209	132.563	9.908	-21.783	-11.875	67.973	-79.943	-11.970			1.808	117.213	106.982	-108.516	-1.535	77.352	-78.905	-1.554			1.209	128.549	8.979	-20.021	-11.042	82.996	-94.114	-11.118
																														2.419	121.880	168.379	-183.178	-14.799	-7.170	-7.390	-14.560													1.213	133.843	7.292	-18.707	-11.415	64.880	-76.376	-11.573			1.210	132.612	9.817	-21.672	-11.855	67.938	-79.864	-11.926			1.814	117.182	107.588	-109.155	-1.567	77.194	-78.788	-1.595			1.209	128.539	8.938	-19.944	-11.006	82.997	-94.007	-11.010
																														2.421	121.857	168.466	-183.369	-14.904	-7.247	-7.395	-14.642													1.213	133.888	7.244	-18.636	-11.392	64.786	-76.264	-11.555			1.210	132.643	9.852	-21.685	-11.833	67.757	-79.690	-11.933			1.820	117.145	108.200	-109.827	-1.627	77.047	-78.687	-1.640			1.209	128.556	8.904	-19.869	-10.965	82.990	-93.913	-10.922
																														2.423	121.713	168.806	-183.858	-15.053	-7.391	-7.475	-14.866													1.213	133.819	7.245	-18.602	-11.357	64.897	-76.341	-11.520			1.210	132.641	9.799	-21.607	-11.808	67.762	-79.645	-11.883			1.826	117.104	108.836	-110.541	-1.705	76.847	-78.558	-1.711			1.209	128.555	8.835	-19.768	-10.933	83.015	-93.896	-10.880
																														2.424	121.727	168.827	-183.926	-15.100	-7.460	-7.448	-14.908													1.213	133.844	7.196	-18.526	-11.329	64.825	-76.238	-11.489			1.210	132.658	9.827	-21.637	-11.810	67.723	-79.618	-11.895			1.833	117.063	109.480	-111.258	-1.778	76.612	-78.460	-1.848			1.208	128.572	8.723	-19.607	-10.884	83.009	-93.857	-10.849
																														2.426	121.764	168.907	-184.167	-15.261	-7.633	-7.445	-15.078													1.213	133.864	7.153	-18.458	-11.304	64.718	-76.109	-11.467			1.210	132.648	9.754	-21.543	-11.789	67.727	-79.603	-11.876			1.840	117.018	110.197	-112.040	-1.843	76.434	-78.358	-1.924			1.209	128.616	8.802	-19.664	-10.862	82.785	-93.615	-10.830
																														2.426	121.756	168.997	-184.306	-15.310	-7.637	-7.502	-15.139													1.213	133.879	7.153	-18.395	-11.242	64.605	-75.911	-11.383			1.211	132.633	9.658	-21.423	-11.765	67.722	-79.578	-11.856			1.848	116.965	110.972	-112.900	-1.928	76.256	-78.275	-2.019			1.209	128.631	8.730	-19.557	-10.827	82.734	-93.575	-10.840
																														2.427	121.681	169.367	-184.788	-15.421	-7.716	-7.527	-15.243													1.212	133.911	7.140	-18.335	-11.195	64.434	-75.703	-11.345			1.213	132.721	9.517	-21.222	-11.704	67.422	-79.210	-11.788			1.856	116.910	111.804	-113.830	-2.025	76.057	-78.176	-2.119			1.209	128.652	8.647	-19.435	-10.789	82.705	-93.511	-10.806
																														2.428	121.710	169.045	-184.540	-15.495	-7.804	-7.503	-15.307													1.212	133.848	7.163	-18.398	-11.234	64.736	-76.021	-11.361			1.209	132.749	9.694	-21.384	-11.689	67.466	-79.325	-11.859			1.865	116.820	112.654	-114.784	-2.130	75.824	-78.047	-2.222			1.209	128.642	8.644	-19.378	-10.734	82.770	-93.511	-10.741
																														2.428	121.638	169.273	-184.808	-15.535	-7.901	-7.451	-15.352													1.213	133.892	7.105	-18.314	-11.210	64.634	-75.887	-11.329			1.210	132.768	9.584	-21.282	-11.698	67.408	-79.233	-11.825			1.873	116.772	113.402	-115.632	-2.230	75.667	-77.964	-2.297			1.209	128.654	8.592	-19.291	-10.699	82.669	-93.390	-10.721
																														2.430	121.816	169.261	-184.825	-15.564	-7.985	-7.408	-15.392													1.213	133.921	7.062	-18.244	-11.182	64.609	-75.827	-11.294			1.210	132.788	9.542	-21.214	-11.672	67.362	-79.152	-11.790			1.882	116.720	114.242	-116.577	-2.335	75.490	-77.864	-2.374			1.209	128.697	8.521	-19.184	-10.663	82.578	-93.283	-10.705
																														2.431	121.804	169.407	-185.108	-15.701	-8.104	-7.428	-15.532													1.213	133.953	7.032	-18.157	-11.126	64.582	-75.770	-11.265			1.209	132.803	9.532	-21.167	-11.635	67.332	-79.100	-11.768			1.892	116.669	115.180	-117.630	-2.450	75.167	-77.633	-2.467			1.209	128.721	8.470	-19.098	-10.628	82.517	-93.129	-10.612
																														2.433	121.753	169.484	-185.321	-15.838	-8.197	-7.477	-15.674													1.212	133.998	7.021	-18.083	-11.061	64.512	-75.664	-11.228			1.210	132.827	9.527	-21.137	-11.610	67.258	-78.996	-11.737			1.899	116.591	115.949	-118.461	-2.512	75.107	-77.660	-2.553			1.209	128.757	8.419	-19.010	-10.591	82.467	-93.056	-10.589
																														2.435	121.878	169.198	-185.164	-15.966	-8.354	-7.451	-15.805													1.212	134.010	6.982	-18.018	-11.036	64.459	-75.580	-11.197			1.209	132.825	9.320	-20.897	-11.576	67.255	-78.959	-11.704			1.905	116.557	116.424	-119.017	-2.592	74.944	-77.589	-2.645			1.209	128.743	8.359	-18.915	-10.555	82.534	-93.095	-10.561
																														2.434	121.866	169.336	-185.442	-16.106	-8.512	-7.443	-15.955													1.213	134.019	6.945	-17.954	-11.009	64.448	-75.539	-11.167			1.209	132.893	9.320	-20.871	-11.551	67.112	-78.796	-11.683			1.911	116.534	116.911	-119.576	-2.665	74.807	-77.531	-2.724			1.209	128.797	8.331	-18.852	-10.521	82.422	-92.959	-10.536
																														2.434	121.917	169.444	-185.642	-16.198	-8.453	-7.535	-15.988													1.212	134.021	6.908	-17.886	-10.978	64.454	-75.513	-11.136			1.209	132.947	9.273	-20.794	-11.521	66.987	-78.644	-11.656			1.917	116.509	117.436	-120.179	-2.743	74.645	-77.453	-2.808			1.209	128.689	8.220	-18.710	-10.490	82.682	-93.193	-10.511
																														2.434	121.774	169.359	-185.545	-16.185	-8.485	-7.483	-15.968													1.212	134.044	6.848	-17.800	-10.952	64.407	-75.437	-11.105			1.209	133.002	9.173	-20.691	-11.518	66.878	-78.505	-11.627			1.923	116.502	117.950	-120.803	-2.853	74.496	-77.411	-2.915			1.209	128.742	8.235	-18.724	-10.489	82.577	-93.071	-10.494
																														2.436	121.945	169.035	-185.320	-16.286	-8.668	-7.436	-16.104													1.212	134.049	6.796	-17.713	-10.917	64.408	-75.407	-11.075			1.209	132.966	9.171	-20.682	-11.512	66.960	-78.572	-11.611			1.929	116.405	118.517	-121.427	-2.910	74.255	-77.238	-2.984			1.208	128.825	8.147	-18.608	-10.462	82.219	-92.658	-10.439
																														2.436	122.029	169.100	-185.435	-16.334	-8.679	-7.462	-16.141													1.212	134.072	6.734	-17.609	-10.875	64.373	-75.326	-11.029			1.209	132.966	9.126	-20.607	-11.481	66.933	-78.514	-11.581			1.934	116.395	118.982	-121.970	-2.989	74.065	-77.133	-3.068			1.208	128.811	8.100	-18.525	-10.425	82.308	-92.718	-10.409
																														2.437	122.003	169.281	-185.806	-16.525	-8.861	-7.469	-16.329													1.212	134.099	6.691	-17.534	-10.843	64.336	-75.255	-10.995			1.209	132.955	9.089	-20.544	-11.455	66.942	-78.486	-11.544			1.939	116.387	119.401	-122.474	-3.074	73.897	-77.039	-3.143			1.208	128.826	8.010	-18.396	-10.386	82.282	-92.677	-10.395
																																																		1.212	134.123	6.631	-17.442	-10.811	64.350	-75.147	-10.873			1.209	132.935	9.054	-20.480	-11.425	66.982	-78.484	-11.502			1.943	116.371	119.912	-123.041	-3.129	73.759	-76.963	-3.204			1.209	128.836	8.048	-18.429	-10.381	82.257	-92.674	-10.417
																																																		1.212	134.150	6.598	-17.371	-10.773	64.295	-75.072	-10.854			1.209	132.905	9.017	-20.403	-11.386	67.107	-78.586	-11.479			1.948	116.352	120.381	-123.582	-3.201	73.618	-76.896	-3.278			1.209	128.838	7.990	-18.332	-10.342	82.248	-92.645	-10.397
																																																		1.212	134.187	6.549	-17.303	-10.753	64.239	-74.985	-10.822			1.210	132.964	8.974	-20.343	-11.369	66.934	-78.427	-11.493			1.953	116.321	120.803	-124.066	-3.263	73.415	-76.761	-3.346			1.208	128.841	7.951	-18.265	-10.314	82.245	-92.610	-10.365
																																																		1.212	134.235	6.487	-17.215	-10.728	64.166	-74.881	-10.791			1.209	133.059	8.925	-20.282	-11.357	66.783	-78.210	-11.426			1.958	116.264	121.186	-124.511	-3.325	73.237	-76.653	-3.416			1.209	128.833	7.914	-18.197	-10.283	82.177	-92.515	-10.338
																																																		1.212	134.160	6.489	-17.190	-10.700	64.208	-74.899	-10.767			1.209	133.093	8.875	-20.204	-11.329	66.674	-78.112	-11.437			1.961	116.249	121.405	-124.801	-3.396	73.450	-76.918	-3.468			1.208	128.914	7.880	-18.141	-10.261	82.038	-92.366	-10.328
